TEST_DATE,OIL,WELL_NAME
2011-08-03,0.0,NO 15/9-F-12 H
2011-08-04,382.52,NO 15/9-F-12 H
2011-08-05,1455.67,NO 15/9-F-12 H
2011-08-06,1290.19,NO 15/9-F-12 H
2011-08-07,1496.93,NO 15/9-F-12 H
2011-08-08,1472.39,NO 15/9-F-12 H
2011-08-09,1449.78,NO 15/9-F-12 H
2011-08-10,1490.05,NO 15/9-F-12 H
2011-08-11,1485.17,NO 15/9-F-12 H
2011-08-12,1463.53,NO 15/9-F-12 H
2011-08-13,1439.42,NO 15/9-F-12 H
2011-08-14,1419.05,NO 15/9-F-12 H
2011-08-15,1406.46,NO 15/9-F-12 H
2011-08-16,1383.52,NO 15/9-F-12 H
2011-08-17,1363.86,NO 15/9-F-12 H
2011-08-18,1354.08,NO 15/9-F-12 H
2011-08-19,1345.61,NO 15/9-F-12 H
2011-08-20,1333.21,NO 15/9-F-12 H
2011-08-21,1320.77,NO 15/9-F-12 H
2011-08-22,1311.03,NO 15/9-F-12 H
2011-08-23,1304.59,NO 15/9-F-12 H
2011-08-24,1286.36,NO 15/9-F-12 H
2011-08-25,1216.14,NO 15/9-F-12 H
2011-08-26,941.39,NO 15/9-F-12 H
2011-08-27,1199.02,NO 15/9-F-12 H
2011-08-28,1204.78,NO 15/9-F-12 H
2011-08-29,1196.98,NO 15/9-F-12 H
2011-08-30,1186.27,NO 15/9-F-12 H
2011-08-31,1181.38,NO 15/9-F-12 H
2011-09-01,1172.73,NO 15/9-F-12 H
2011-09-02,1153.98,NO 15/9-F-12 H
2011-09-03,1151.36,NO 15/9-F-12 H
2011-09-04,1150.13,NO 15/9-F-12 H
2011-09-05,1147.02,NO 15/9-F-12 H
2011-09-06,1142.99,NO 15/9-F-12 H
2011-09-07,1142.6,NO 15/9-F-12 H
2011-09-08,1126.17,NO 15/9-F-12 H
2011-09-09,1115.42,NO 15/9-F-12 H
2011-09-10,1108.09,NO 15/9-F-12 H
2011-09-11,1104.05,NO 15/9-F-12 H
2011-09-12,1104.51,NO 15/9-F-12 H
2011-09-13,337.37,NO 15/9-F-12 H
2011-09-14,1064.91,NO 15/9-F-12 H
2011-09-15,1086.43,NO 15/9-F-12 H
2011-09-16,965.79,NO 15/9-F-12 H
2011-09-17,955.41,NO 15/9-F-12 H
2011-09-18,956.69,NO 15/9-F-12 H
2011-09-19,962.32,NO 15/9-F-12 H
2011-09-20,954.74,NO 15/9-F-12 H
2011-09-21,933.88,NO 15/9-F-12 H
2011-09-22,904.32,NO 15/9-F-12 H
2011-09-23,885.87,NO 15/9-F-12 H
2011-09-24,873.17,NO 15/9-F-12 H
2011-09-25,869.43,NO 15/9-F-12 H
2011-09-26,868.38,NO 15/9-F-12 H
2011-09-27,865.5,NO 15/9-F-12 H
2011-09-28,972.57,NO 15/9-F-12 H
2011-09-29,954.6,NO 15/9-F-12 H
2011-09-30,968.74,NO 15/9-F-12 H
2011-10-01,965.2,NO 15/9-F-12 H
2011-10-02,970.49,NO 15/9-F-12 H
2011-10-03,974.77,NO 15/9-F-12 H
2011-10-04,970.84,NO 15/9-F-12 H
2011-10-05,968.75,NO 15/9-F-12 H
2011-10-06,967.34,NO 15/9-F-12 H
2011-10-07,441.16,NO 15/9-F-12 H
2011-10-08,351.82,NO 15/9-F-12 H
2011-10-09,937.95,NO 15/9-F-12 H
2011-10-10,967.24,NO 15/9-F-12 H
2011-10-11,943.18,NO 15/9-F-12 H
2011-10-12,958.71,NO 15/9-F-12 H
2011-10-13,967.99,NO 15/9-F-12 H
2011-10-14,654.16,NO 15/9-F-12 H
2011-10-15,607.9,NO 15/9-F-12 H
2011-10-19,0.0,NO 15/9-F-12 H
2011-10-20,0.0,NO 15/9-F-12 H
2011-10-21,0.0,NO 15/9-F-12 H
2011-10-22,0.0,NO 15/9-F-12 H
2011-10-23,0.0,NO 15/9-F-12 H
2011-10-24,0.0,NO 15/9-F-12 H
2011-10-26,0.0,NO 15/9-F-12 H
2011-10-27,0.0,NO 15/9-F-12 H
2011-10-28,0.0,NO 15/9-F-12 H
2011-10-29,0.0,NO 15/9-F-12 H
2011-10-30,0.0,NO 15/9-F-12 H
2011-10-31,0.0,NO 15/9-F-12 H
2011-11-01,0.0,NO 15/9-F-12 H
2011-11-02,0.0,NO 15/9-F-12 H
2011-11-03,0.0,NO 15/9-F-12 H
2011-11-04,0.0,NO 15/9-F-12 H
2011-11-05,223.0,NO 15/9-F-12 H
2011-11-06,1147.25,NO 15/9-F-12 H
2011-11-07,1174.47,NO 15/9-F-12 H
2011-11-08,1175.75,NO 15/9-F-12 H
2011-11-09,1186.78,NO 15/9-F-12 H
2011-11-10,1208.99,NO 15/9-F-12 H
2011-11-11,594.8,NO 15/9-F-12 H
2011-11-12,534.99,NO 15/9-F-12 H
2011-11-13,1220.41,NO 15/9-F-12 H
2011-11-14,1218.94,NO 15/9-F-12 H
2011-11-15,1204.52,NO 15/9-F-12 H
2011-11-16,1183.12,NO 15/9-F-12 H
2011-11-17,1175.68,NO 15/9-F-12 H
2011-11-18,1163.61,NO 15/9-F-12 H
2011-11-19,1151.4,NO 15/9-F-12 H
2011-11-20,1139.38,NO 15/9-F-12 H
2011-11-21,1127.62,NO 15/9-F-12 H
2011-11-22,1116.19,NO 15/9-F-12 H
2011-11-23,1103.32,NO 15/9-F-12 H
2011-11-24,1050.43,NO 15/9-F-12 H
2011-11-28,688.4,NO 15/9-F-12 H
2011-12-02,779.84,NO 15/9-F-12 H
2011-12-05,550.96,NO 15/9-F-12 H
2011-12-06,68.37,NO 15/9-F-12 H
2011-12-07,760.83,NO 15/9-F-12 H
2011-12-08,602.26,NO 15/9-F-12 H
2011-12-10,0.0,NO 15/9-F-12 H
2011-12-11,1143.11,NO 15/9-F-12 H
2011-12-12,1055.23,NO 15/9-F-12 H
2011-12-13,0.0,NO 15/9-F-12 H
2011-12-15,1095.94,NO 15/9-F-12 H
2011-12-16,1056.52,NO 15/9-F-12 H
2011-12-17,972.03,NO 15/9-F-12 H
2011-12-18,606.52,NO 15/9-F-12 H
2011-12-19,1118.52,NO 15/9-F-12 H
2011-12-20,1101.13,NO 15/9-F-12 H
2011-12-21,1076.4,NO 15/9-F-12 H
2011-12-22,1076.79,NO 15/9-F-12 H
2011-12-23,1070.17,NO 15/9-F-12 H
2011-12-24,780.09,NO 15/9-F-12 H
2011-12-26,0.0,NO 15/9-F-12 H
2011-12-27,559.57,NO 15/9-F-12 H
2011-12-28,484.48,NO 15/9-F-12 H
2011-12-29,0.0,NO 15/9-F-12 H
2011-12-30,1047.08,NO 15/9-F-12 H
2011-12-31,1084.36,NO 15/9-F-12 H
2012-01-01,1072.5,NO 15/9-F-12 H
2012-01-02,1018.72,NO 15/9-F-12 H
2012-01-14,76.03,NO 15/9-F-12 H
2012-01-15,1182.9,NO 15/9-F-12 H
2012-01-16,1176.13,NO 15/9-F-12 H
2012-01-17,1104.08,NO 15/9-F-12 H
2012-01-18,1127.59,NO 15/9-F-12 H
2012-01-19,1144.71,NO 15/9-F-12 H
2012-01-20,1134.09,NO 15/9-F-12 H
2012-01-21,492.32,NO 15/9-F-12 H
2012-01-22,503.28,NO 15/9-F-12 H
2012-01-23,1100.46,NO 15/9-F-12 H
2012-01-24,1096.41,NO 15/9-F-12 H
2012-01-25,683.76,NO 15/9-F-12 H
2012-01-27,431.62,NO 15/9-F-12 H
2012-01-28,1087.75,NO 15/9-F-12 H
2012-01-29,1247.69,NO 15/9-F-12 H
2012-01-30,1160.72,NO 15/9-F-12 H
2012-01-31,1377.09,NO 15/9-F-12 H
2012-02-01,1191.57,NO 15/9-F-12 H
2012-02-02,1027.83,NO 15/9-F-12 H
2012-02-03,1014.41,NO 15/9-F-12 H
2012-02-04,991.76,NO 15/9-F-12 H
2012-02-05,971.49,NO 15/9-F-12 H
2012-02-06,971.72,NO 15/9-F-12 H
2012-02-07,1028.46,NO 15/9-F-12 H
2012-02-08,1027.9,NO 15/9-F-12 H
2012-02-09,683.35,NO 15/9-F-12 H
2012-02-10,798.18,NO 15/9-F-12 H
2012-02-11,949.99,NO 15/9-F-12 H
2012-02-12,957.84,NO 15/9-F-12 H
2012-02-13,972.37,NO 15/9-F-12 H
2012-02-14,948.87,NO 15/9-F-12 H
2012-02-15,944.4,NO 15/9-F-12 H
2012-02-16,944.23,NO 15/9-F-12 H
2012-02-17,936.87,NO 15/9-F-12 H
2012-02-18,928.55,NO 15/9-F-12 H
2012-02-19,919.29,NO 15/9-F-12 H
2012-02-20,926.17,NO 15/9-F-12 H
2012-02-21,921.42,NO 15/9-F-12 H
2012-02-22,924.47,NO 15/9-F-12 H
2012-02-23,919.09,NO 15/9-F-12 H
2012-02-24,916.31,NO 15/9-F-12 H
2012-02-25,914.06,NO 15/9-F-12 H
2012-02-26,911.61,NO 15/9-F-12 H
2012-02-27,908.83,NO 15/9-F-12 H
2012-02-28,907.19,NO 15/9-F-12 H
2012-02-29,904.03,NO 15/9-F-12 H
2012-03-01,897.44,NO 15/9-F-12 H
2012-03-02,895.92,NO 15/9-F-12 H
2012-03-03,891.96,NO 15/9-F-12 H
2012-03-04,887.18,NO 15/9-F-12 H
2012-03-05,882.14,NO 15/9-F-12 H
2012-03-06,877.36,NO 15/9-F-12 H
2012-03-07,877.11,NO 15/9-F-12 H
2012-03-08,873.46,NO 15/9-F-12 H
2012-03-09,871.71,NO 15/9-F-12 H
2012-03-10,871.14,NO 15/9-F-12 H
2012-03-11,865.6,NO 15/9-F-12 H
2012-03-12,866.18,NO 15/9-F-12 H
2012-03-13,735.64,NO 15/9-F-12 H
2012-03-14,855.2,NO 15/9-F-12 H
2012-03-15,759.63,NO 15/9-F-12 H
2012-03-16,841.7,NO 15/9-F-12 H
2012-03-17,849.76,NO 15/9-F-12 H
2012-03-18,850.41,NO 15/9-F-12 H
2012-03-19,855.3,NO 15/9-F-12 H
2012-03-20,855.64,NO 15/9-F-12 H
2012-03-21,854.78,NO 15/9-F-12 H
2012-03-22,855.42,NO 15/9-F-12 H
2012-03-23,806.48,NO 15/9-F-12 H
2012-03-24,968.34,NO 15/9-F-12 H
2012-03-25,806.56,NO 15/9-F-12 H
2012-03-26,855.1,NO 15/9-F-12 H
2012-03-27,938.2,NO 15/9-F-12 H
2012-03-28,880.2,NO 15/9-F-12 H
2012-03-29,870.82,NO 15/9-F-12 H
2012-03-30,844.92,NO 15/9-F-12 H
2012-03-31,838.58,NO 15/9-F-12 H
2012-04-01,833.82,NO 15/9-F-12 H
2012-04-02,829.39,NO 15/9-F-12 H
2012-04-03,836.96,NO 15/9-F-12 H
2012-04-04,834.41,NO 15/9-F-12 H
2012-04-05,833.03,NO 15/9-F-12 H
2012-04-06,829.77,NO 15/9-F-12 H
2012-04-07,826.51,NO 15/9-F-12 H
2012-04-08,820.22,NO 15/9-F-12 H
2012-04-09,818.36,NO 15/9-F-12 H
2012-04-10,830.89,NO 15/9-F-12 H
2012-04-11,830.98,NO 15/9-F-12 H
2012-04-12,826.47,NO 15/9-F-12 H
2012-04-13,836.0,NO 15/9-F-12 H
2012-04-14,832.32,NO 15/9-F-12 H
2012-04-15,826.88,NO 15/9-F-12 H
2012-04-16,825.09,NO 15/9-F-12 H
2012-04-17,821.91,NO 15/9-F-12 H
2012-04-18,811.85,NO 15/9-F-12 H
2012-04-19,810.57,NO 15/9-F-12 H
2012-04-20,809.11,NO 15/9-F-12 H
2012-04-21,820.62,NO 15/9-F-12 H
2012-04-22,821.18,NO 15/9-F-12 H
2012-04-23,816.04,NO 15/9-F-12 H
2012-04-24,814.33,NO 15/9-F-12 H
2012-04-25,813.78,NO 15/9-F-12 H
2012-04-26,811.24,NO 15/9-F-12 H
2012-04-27,806.09,NO 15/9-F-12 H
2012-04-28,414.39,NO 15/9-F-12 H
2012-04-29,707.49,NO 15/9-F-12 H
2012-04-30,738.65,NO 15/9-F-12 H
2012-05-01,751.87,NO 15/9-F-12 H
2012-05-02,755.06,NO 15/9-F-12 H
2012-05-03,750.91,NO 15/9-F-12 H
2012-05-04,755.63,NO 15/9-F-12 H
2012-05-05,757.54,NO 15/9-F-12 H
2012-05-06,759.52,NO 15/9-F-12 H
2012-05-07,715.75,NO 15/9-F-12 H
2012-05-08,722.09,NO 15/9-F-12 H
2012-05-09,722.04,NO 15/9-F-12 H
2012-05-10,719.66,NO 15/9-F-12 H
2012-05-11,718.63,NO 15/9-F-12 H
2012-05-12,727.77,NO 15/9-F-12 H
2012-05-13,727.82,NO 15/9-F-12 H
2012-05-14,727.65,NO 15/9-F-12 H
2012-05-15,725.74,NO 15/9-F-12 H
2012-05-16,724.18,NO 15/9-F-12 H
2012-05-17,725.54,NO 15/9-F-12 H
2012-05-18,725.54,NO 15/9-F-12 H
2012-05-19,726.68,NO 15/9-F-12 H
2012-05-20,745.9,NO 15/9-F-12 H
2012-05-21,746.26,NO 15/9-F-12 H
2012-05-22,465.52,NO 15/9-F-12 H
2012-05-23,692.25,NO 15/9-F-12 H
2012-05-24,710.93,NO 15/9-F-12 H
2012-05-25,715.95,NO 15/9-F-12 H
2012-05-26,722.73,NO 15/9-F-12 H
2012-05-27,729.88,NO 15/9-F-12 H
2012-05-28,736.22,NO 15/9-F-12 H
2012-05-29,739.35,NO 15/9-F-12 H
2012-05-30,735.06,NO 15/9-F-12 H
2012-05-31,735.48,NO 15/9-F-12 H
2012-06-01,735.04,NO 15/9-F-12 H
2012-06-02,733.88,NO 15/9-F-12 H
2012-06-03,730.3,NO 15/9-F-12 H
2012-06-04,729.24,NO 15/9-F-12 H
2012-06-05,726.65,NO 15/9-F-12 H
2012-06-06,730.04,NO 15/9-F-12 H
2012-06-07,746.2,NO 15/9-F-12 H
2012-06-08,743.54,NO 15/9-F-12 H
2012-06-09,743.22,NO 15/9-F-12 H
2012-06-10,746.37,NO 15/9-F-12 H
2012-06-11,735.85,NO 15/9-F-12 H
2012-06-12,742.22,NO 15/9-F-12 H
2012-06-13,632.08,NO 15/9-F-12 H
2012-06-14,714.53,NO 15/9-F-12 H
2012-06-15,723.64,NO 15/9-F-12 H
2012-06-16,729.6,NO 15/9-F-12 H
2012-06-17,732.16,NO 15/9-F-12 H
2012-06-18,730.97,NO 15/9-F-12 H
2012-06-19,732.43,NO 15/9-F-12 H
2012-06-20,375.74,NO 15/9-F-12 H
2012-06-21,640.44,NO 15/9-F-12 H
2012-06-22,671.65,NO 15/9-F-12 H
2012-06-23,685.07,NO 15/9-F-12 H
2012-06-24,690.19,NO 15/9-F-12 H
2012-06-25,693.18,NO 15/9-F-12 H
2012-06-26,693.18,NO 15/9-F-12 H
2012-06-27,646.3,NO 15/9-F-12 H
2012-06-28,649.33,NO 15/9-F-12 H
2012-06-29,652.07,NO 15/9-F-12 H
2012-06-30,652.27,NO 15/9-F-12 H
2012-07-01,657.36,NO 15/9-F-12 H
2012-07-02,671.11,NO 15/9-F-12 H
2012-07-03,670.62,NO 15/9-F-12 H
2012-07-04,670.24,NO 15/9-F-12 H
2012-07-05,670.54,NO 15/9-F-12 H
2012-07-06,670.24,NO 15/9-F-12 H
2012-07-07,672.25,NO 15/9-F-12 H
2012-07-08,670.91,NO 15/9-F-12 H
2012-07-09,687.94,NO 15/9-F-12 H
2012-07-10,685.95,NO 15/9-F-12 H
2012-07-11,685.85,NO 15/9-F-12 H
2012-07-12,687.83,NO 15/9-F-12 H
2012-07-13,690.53,NO 15/9-F-12 H
2012-07-14,689.56,NO 15/9-F-12 H
2012-07-15,689.42,NO 15/9-F-12 H
2012-07-16,689.64,NO 15/9-F-12 H
2012-07-17,690.05,NO 15/9-F-12 H
2012-07-18,689.59,NO 15/9-F-12 H
2012-07-19,691.22,NO 15/9-F-12 H
2012-07-20,689.13,NO 15/9-F-12 H
2012-07-21,689.04,NO 15/9-F-12 H
2012-07-22,688.09,NO 15/9-F-12 H
2012-07-23,689.46,NO 15/9-F-12 H
2012-07-24,689.72,NO 15/9-F-12 H
2012-07-25,687.91,NO 15/9-F-12 H
2012-07-26,687.49,NO 15/9-F-12 H
2012-07-27,685.15,NO 15/9-F-12 H
2012-07-28,682.91,NO 15/9-F-12 H
2012-07-29,685.41,NO 15/9-F-12 H
2012-07-30,699.1,NO 15/9-F-12 H
2012-07-31,702.68,NO 15/9-F-12 H
2012-08-01,700.48,NO 15/9-F-12 H
2012-08-02,699.13,NO 15/9-F-12 H
2012-08-03,698.21,NO 15/9-F-12 H
2012-08-04,693.88,NO 15/9-F-12 H
2012-08-05,690.65,NO 15/9-F-12 H
2012-08-06,695.57,NO 15/9-F-12 H
2012-08-07,697.39,NO 15/9-F-12 H
2012-08-08,697.39,NO 15/9-F-12 H
2012-08-09,694.34,NO 15/9-F-12 H
2012-08-10,698.37,NO 15/9-F-12 H
2012-08-11,701.58,NO 15/9-F-12 H
2012-08-12,698.29,NO 15/9-F-12 H
2012-08-13,632.96,NO 15/9-F-12 H
2012-08-15,0.0,NO 15/9-F-12 H
2012-08-16,0.0,NO 15/9-F-12 H
2012-08-17,0.0,NO 15/9-F-12 H
2012-08-19,0.0,NO 15/9-F-12 H
2012-08-20,0.0,NO 15/9-F-12 H
2012-08-21,0.0,NO 15/9-F-12 H
2012-08-22,0.0,NO 15/9-F-12 H
2012-08-23,0.0,NO 15/9-F-12 H
2012-08-24,0.0,NO 15/9-F-12 H
2012-08-25,0.0,NO 15/9-F-12 H
2012-08-26,0.0,NO 15/9-F-12 H
2012-08-27,0.0,NO 15/9-F-12 H
2012-08-28,0.0,NO 15/9-F-12 H
2012-08-29,0.0,NO 15/9-F-12 H
2012-08-30,0.0,NO 15/9-F-12 H
2012-08-31,0.0,NO 15/9-F-12 H
2012-09-01,0.0,NO 15/9-F-12 H
2012-09-02,0.0,NO 15/9-F-12 H
2012-09-03,0.0,NO 15/9-F-12 H
2012-09-07,0.0,NO 15/9-F-12 H
2012-09-11,0.0,NO 15/9-F-12 H
2012-09-15,0.0,NO 15/9-F-12 H
2012-09-16,0.0,NO 15/9-F-12 H
2012-09-17,0.0,NO 15/9-F-12 H
2012-09-19,0.0,NO 15/9-F-12 H
2012-09-21,0.0,NO 15/9-F-12 H
2012-09-23,0.0,NO 15/9-F-12 H
2012-09-25,0.0,NO 15/9-F-12 H
2012-09-26,0.0,NO 15/9-F-12 H
2012-09-27,0.0,NO 15/9-F-12 H
2012-09-29,193.44,NO 15/9-F-12 H
